title1_zh,title2_zh,label
李易峰公开恋情女友居然是李多海？真希望和赵丽颖在一起,赵丽颖公开恋情,unrelated
喝酒容易上头？只要喝酒之前这样做，保证让你千杯不醉,喝醉酒了怎么办，学会这一招，让你千杯不醉,agreed
网称谷城县有团伙偷小孩系谣言！,辟谣！网称谷城县有团伙偷小孩 警方证实系谣言,disagreed
5月1日起全国公交成失联儿童守护点？真假？,「网警辟谣」5月1日起全国公交正式成为失联儿童安全守护点为不实信息,disagreed
孕妇能吃山楂吗？,#秋补#山楂有什么功效？孕妇能吃山楂吗？,agreed
独生子女竟不能直接继承父母房产？房子应该怎么给子女,2018独生子女将无法继承父母房产？别被谣言迷惑，真相是这样的,disagreed
曾毅退出凤凰传奇，玲花和老公深情合唱这歌，曾毅哭的泣不成声,曾毅退出凤凰传奇，玲花再次又和老公成组合唱这首歌，好听到醉,agreed
李天一提前6年出狱？时隔5年，女受害者如今却活成这样,李双江儿子：李天一提前6年出狱？监狱辟谣,disagreed
喝可乐会导致骨质疏松吗？,五大辟谣：常喝的碳酸饮料导致肾病？不要被谣言轻易骗倒！,disagreed
皇后临死前 让赵丽颖保护他的孩子 要封他为妃,皇后临死前，让赵丽颖保护他的孩子，要封他为妃！,agreed
大蒜这样泡，比20岁还凶，吃三天老婆更爱你，比鹿茸人参还补，存,中医指导，大蒜这样做过之后，吃三天，好比千年人参,agreed
荷叶这样用，坚持每晚一杯，刮油排毒，水桶腰迅速消失,荷叶这样泡水喝，祛湿刮油，轻松减重不过百！,agreed
减肥最快的香菜吃法，5天瘦8斤，她2个月减40斤,减肥小妙招，香蕉配合醋，除脂刮油润肠道，轻松减去20斤,unrelated
喝醋可以软化血管吗？,朋友圈最火流言：喝醋软化血管、木耳化血栓？真相在这.....,disagreed
女朋友视角下的易烊千玺实在撩人，不多，我也只看了99遍而已！,李小璐只是晒了张美照，网友都说她怀二胎了,unrelated
白墙脏了不用重新刷，装修师傅教你一招，彻底去污，省钱又环保！,白墙脏了不用刷，家里不值钱的它擦一擦，立马焕然一新，赶紧试试,agreed
9年的老鼻炎，就靠7个鸡蛋和这个就治好了，1次见效，不复发！,小葱治鼻炎，1次就见效！3天断根不复发！,unrelated
王思聪表白赵丽颖：她是我一辈子不会怼的女人，想用一生守护她,被王思聪表白的女明星除了杨幂和赵丽颖，竟还有她！你绝对猜不到！,unrelated
小海绵正面照终曝光，真是迷你版的黄晓明！,baby儿子小海绵正面照首曝光，简直就是“迷你版”黄晓明,agreed
35岁中年妇女168斤，一天暴瘦23斤！百分百减肥成功？,20岁花季少女175斤，一天暴瘦25斤！百分百减肥成功整晚刮油燃脂,agreed
刘亦菲宋承宪分手 全因与女艺人高雅拉搞暧昧,宋承宪劈腿“最美瞳孔”高雅拉？这一比刘亦菲的颜值和身材输好多,agreed
孩子生长发育期，这些零食不能随便给孩子多吃，影响发育还变笨,孩子多吃这3种蔬菜，个子长得快，大脑聪明发育好，还增强抵抗力,unrelated
洋葱不能和这个一起吃，严重的还会导致眼睛失明！,切记！这3种常见的食物不要和洋葱一起吃，严重会导致失明！,agreed
2018年全国标准，30年工龄，退休能拿多少养老金？「推荐」,17年全国标准，30年工龄，退休能拿多少养老金？,unrelated
味爽公司臭豆腐配料出现屎,辟谣！臭豆腐用“翔”做配料？临湘官方通报臭豆腐事件,disagreed
吃一堆药不如出一身汗，夏天多出汗就是最好的养生！,「养生」吃一堆药不如出一身汗，夏天多出汗就是最好的养生！,agreed
何赛飞初恋男友曝光：这么帅气，却成为她唯一的男人,郑爽17岁男友疑曝光 大学同窗阚清子现身说法,unrelated
"有色金属第一龙头从74跌至5元，季报业绩巨增713%,下周飙涨成定局",有色金属第一龙头沉睡3年，中报净利飙增千倍，4月或赶超必创科技,agreed
传奇的成吉思汗，一生拥有500个老婆！全球半数人口是其后代？,这四类人将可以把户口迁回农村（有你吗）,unrelated
“皮皮虾”疑遭人为注胶增重视频网络热传 是真是假？,注胶皮皮虾？绝对是谣言,unrelated
360手机和锤子手机-合并了,周鸿祎亲自辟谣，360 手机没有并入锤子,disagreed
小沈阳罪行败露被捕入狱 宋小宝恶气得出重新做人！,小沈阳被捕入狱！宋小宝这下可出气了！本山却一脸平静,agreed
男孩被自家狗咬狂犬病发作学狗叫,辟谣！小男孩狂犬病发作学狗叫”的视频在微信群疯传,disagreed
2018央视跨年新年晚会演员最新名单，李沁、钟汉良、张艺兴等加盟,新年晚会时间不“打架”！四大卫视节目单曝光,unrelated
考驾照的南充人慌了一下，网传“4月1日驾考有重大变化！”真的么？,网传“4月1日驾考将有重大变化！”，交通部辟谣：此种说法不实！,disagreed
紫菜是塑料做的，粉丝也是塑料做的，塑料君最近真的好忙,能烧的龙口粉丝是塑料做的？系谣言,unrelated
“打针西瓜”是什么情况？,“打针”西瓜系谣传,disagreed
直击“全球最能生”的妈妈，一胎产下11胞胎，网友称其人类奇迹,直击“全球最能生”的妈妈，一胎产下十一胞胎，网友称其人类奇迹,agreed
刘恺威 王鸥小三,卓伟自曝刘恺威出轨是局 炒作王鸥小三逼杨幂承认婚变背后藏惊人内幕,unrelated
《歌手》导演洪涛已向湖南卫视提交离职申请，并且目前获得批准,湖南卫视品牌推广部主任辟谣洪涛离职传闻，网友：难道又是炒作？,disagreed
自制多种水果酵素!美容养颜排毒!,每天一杯酵素排毒养颜,agreed
感染sk5病毒死亡来袭，云南省红河州第一医院躺枪,「网警辟谣」有人吃了西瓜后感染sk5病毒？已有13人死亡？——谣言！,unrelated
堪称糖尿病的克星 不用药降至5.9 避免并发肾衰竭,堪称糖尿病的克星 如今不用药不打胰岛素 早用避免并发症,agreed
全球第一条会说话的狗，震惊60亿人，简直不敢相信！13,全球第一条会说话的狗，震惊60亿人，简直不敢相信！6,agreed
明天起静态扫码支付，每天限额最高500元,4月1日起，静态扫码支付每天限额500元！,agreed
抗流感病毒药奥司他韦多地断货！国产药正在加速上市,流感药奥司他韦缺货是谣言，正规药房还很多，但得医生证明。医生：别乱吃,disagreed
《逆水寒》游戏里下雨玩家会掉血，不花钱就会死。,下雨天掉血、看风景要买门票？《逆水寒》官方愤怒回应谣言,disagreed
农民看病难？明年这9种疾病免费治疗！农民朋友再也不用愁,农村看病新福利，农民患有这些疾病，可享受免费治疗了,agreed
周二减肥食谱，7天瘦10斤,周四减肥食谱，7天瘦10斤,agreed
秦始皇苦苦寻觅的长生不老药，2015年被一农民无意中捡到,古天乐郭采洁恋情曝光，汪峰气得砸电脑，网友纷纷安慰：来日方长,unrelated
必看｜楼市限购再升级！上海、天津传来大消息,华夏幸福澄清：生产经营一切正常 银行未停止发放开发贷,unrelated
2018年农村征地拆迁补偿政策又调整了！快看都有哪些规定？,农村住房规划，2018拆迁补偿政策又调整，农民好日子真的要来了,agreed
永远不接日本广告！面对日本天价广告费刘翔这个原则被赞爱国,姚明和刘翔拒绝代言日本品牌，而这些体育明星却为日企代言,unrelated
景甜怀孕？景甜已经自己承认？网友纷纷解到其中深意！,景甜张继科已登记？景甜方辟谣：假的 网友：多希望这是真的,unrelated
一招解决口气，口臭，口腔溃疡，三天就好,口臭口气口腔溃疡一招去除,agreed
独生子女将无法继承父母房产,独生子女将无法继承父母房产？谣言,disagreed
网上呼声最高 最希望合作的男女演员 胡歌和赵丽颖是执念,赵丽颖胡歌要合作了？强强联手势必带来一部热剧-师说的作者是谁,unrelated
石家庄太行大街发生重大交通事故,「946 · 辟谣」石家庄太行大街发生严重交通事故？谣言！造谣者被拘！,disagreed
盘点｜从北向南各大高校的王牌专业,啥情况？在河北高考700分都上不了南开复旦？这是谣言！,unrelated
王思聪联手卓伟再度曝料，炮轰李小璐：敢睡不敢认！,王思聪联手王伟爆料炮轰李小璐：敢睡不敢认,agreed
南京绕城高速有车碰瓷,网传南京绕城高速多车碰瓷？南京交警：谣言！,disagreed
股票一旦显现“3个异动”试盘，万万不可卖出，股价将一路飙涨！,股票一旦出现“一阳三线”形态，打死都不要卖，捂紧躺着等涨停！,unrelated
准妈妈有这9个特征，很容易生男孩！有男宝的妈妈都说准,生男生女早知道 怀男宝宝的六大特征，接好孕,agreed
网警辟谣：玉林奥园广场14日晚发生一起命案是谣言,玉溪极中心恶性案件是谣言      ,unrelated
武警当众挑衅退伍特种兵，千万别嘚瑟,进来看看这样的50元纸币，遇到千万不要花，价值翻了600倍!,unrelated
百度CEO李彦宏养小三、有私生子、家庭争夺资产,百度辟谣“李彦宏小三”，这是百度的“多事之秋”？,disagreed
7月1日起，独生子女父母可领1920元,【辟谣】7月1日起，全国独生子女父母可领1920元？,disagreed
11月16日：疑似神秘巨型UFO，出现在太阳附近,太阳附近发现巨型UFO物体,agreed
吴亦凡接受采访时摇头晃脑，吸毒被实锤？卓伟大叔周一见,吴亦凡正面回应吸毒谣言，称被误解特别无辜,disagreed
何洁离婚“希望男方净身出户”，网友吐槽“至于吗”，当然！,何洁离婚案开庭，要求男方净身出户，昔日恩爱情侣结局令人唏嘘,agreed
宫颈癌2价疫苗是淘汰货,宫颈癌疫苗在美退市引发＂淘汰货＂中国上市争议,unrelated
有哪些特征的女人，身体都很健康，能长寿？,白虎女人身上的6大特征，男人粘上身就变成冤大头,unrelated
红糖水真能补血？红糖水补血效果差，和这几种食物一起吃才最补血,冬天喝一碗当归红糖水补气补血，身体暖呵呵！,agreed
一杯酸奶热量等于两杯可乐？,辟谣！一杯酸奶=两杯可乐？你又被朋友圈欺骗了,disagreed
农村的村干部应该有哪些人来当？看看国家出台的新规,杨紫秦俊杰恋情，感觉也该曝光我和杨洋的恋情了吧,unrelated
一杯啤酒白发消失，啤酒加它洗发，半小时，白发快速转黑，收藏！,茼蒿梗加啤酒煮水，连用18天，白发掉头发全解决！安全靠谱！,agreed
以案说法之 案例二 某地出现四个假和尚入室偷肾,河南来了四个偷肾的和尚为谣言！真相揭秘,disagreed
太空神秘城市被拍到！科学家也说不清原因，惹众人纷纷议论,国外航天局拍到了太空里疑似存在的一座神秘城市,agreed
为何苏联5个女宇航员在太空全部怀孕？结果只有一个人敢生下孩子,女宇航员太空集体怀孕，生下的婴儿堪称神童,agreed
景甜被传怀孕，带张继科见家长是商讨今年结婚？,网曝景甜张继科已登记结婚 景甜方辟谣：假消息,disagreed
农村养老三类人可以免交，三类人不上班也能领退休金,农村养老新政策来了，三类人不上班也能领退休金（赶紧看看）,agreed
苹果减肥秘诀来了：排毒减肥吃对苹果，一周瘦5斤！,迅速瘦腰腹法：早起这样吃苹果，一周轻了9斤，月从138到91斤,agreed
王思聪告白马化腾女儿？,王思聪告白马化腾女儿？马化腾两次辟谣，网友：这是瞧不上王思聪,disagreed
花椒洋葱，疲软的杀手，只花不到6毛钱，三天硬邦邦，吃了都变硬,洋葱这样吃，疲软的死敌，花不到十元，3天硬邦邦，吃了都硬,agreed
宜春15-25号不要晒被子？飞机撒药治白蛾？,「辟谣」15-25号飞机撒药治白蛾？是谣言！不要转发啦！,disagreed
手机来电不想接，学会这招，手机随时变空号,手机来电不想接，只要打开手机这个功能，让你的手机立马变空号,agreed
电动车开始集中整治 无证驾驶拘留15天,辟谣：曹县：网传“电动轿车无牌上路将被拘留”？,disagreed
10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云败了！耗资百亿的无人超市竟被大妈打败,unrelated
女人减肥怕运动？多吃这4种碱性食物，帮你轻松减脂瘦出好身材,这4种碱性食物女生要常吃，滋补益气，美容养颜不显老,agreed
农村有这2个证的要发财了，你家的办了吗？快抓紧吧！,本月起，农民要办妥2个证，尽早处理好3件事，不当回事的会吃大亏,agreed
九江一季度GDP、财政收入双探花！实至名归江西第二城！,一季度珠三角经济扫描：8市GDP增速“跑赢”全国,unrelated
老婆背景强大，导致不敢拈花惹草？最后一位男星的老婆坐拥500,因老婆背景太强大而不敢拈花惹草的男星，最后一位家产过百亿,agreed
洋葱泡红酒，抗癌防衰老，谁用谁知道,洋葱配上它一起吃，不仅抗癌防衰老，还能健胃润肠，降血脂,agreed
老中医：常吃香蕉可养生，但不能和它一起吃，否则中毒、致癌！,香蕉不能和”它“一起吃，否则会产生剧毒，还会致癌！快告诉家人,agreed
《歌手》导演洪涛已向湖南卫视提交离职申请，并且目前获得批准,《歌手》导演洪涛被曝离职后，湖南卫视内部人员回应了！他表示这是谣言，大家散了吧！[思考][思考],disagreed
每天喝一杯这种茶，降血压还能稳血糖，三高患者这次有口福了！,夏天变天，血压就蹭蹭往上窜，每天一杯这种茶，降血压又稳有快！,agreed
范冰冰弟弟范丞丞的富二代女友曝光，颜值不输范女神,范丞丞恋情被扒出，女友是富二代网红，范冰冰会同意吗？,agreed
再见不送！刚刚，乐天正式宣布倒闭！,韩国民众喊出“联美抗华”口号？谣言！,unrelated
2018年不止是残疾人补贴增大，农村这四类50岁农民得的是最多的！,8种血管“清道夫”食物，常吃！有效预防血液粘稠血管堵塞,unrelated
又一央视一姐癌症复发，脸部变形判若两人 被迫离开舞台让人心疼,又一央视一姐癌症复发！脸部变形毫无血色被迫离开舞台，让人心疼,agreed
【网警辟谣】网传五华多地出现团伙拐卖小孩系谣言,警方辟谣:花园派出所接收走失女孩一事为不实消息,unrelated
"没红的时候很低调, 红了就变得目中无人的4大明星",没走红的时候为人低调，红了之后就变得目中无人的5大明星,agreed
星巴克这下完了餐饮巨头的咖啡竟然致癌隐藏8年的秘密藏不住了！,喝咖啡会致癌？为了骗流量编造的谣言！,disagreed
涨疯了！这个行业4天32家企业涨价！然而更赚的是这些股票,限制进口只是谣言？中国去年黄金进口量竟有1300吨,unrelated
用八角一把，专治前列腺，5天断根，一辈子不反复,一把八角，俩头蒜，专治前列腺，7天断根，一辈子不反复,agreed
明天裸眼3D+高送转+独角兽+医药必将暴涨，散户多留意（附股）,卡梅隆亲证《阿凡达2》裸眼3D是谣言：影院的真正意义不在技术,unrelated
北方收藏：这种一元硬币收藏价值高达5000元人民币你知道吗？,一元硬币，这个年份的价值百元，遇到一定收藏,unrelated
华为手机信号差网速慢？这个关键功能你要打开，不然太糟蹋手机了,华为手机信号差，网速慢？这个关键功能你都没开，真糟蹋华为手机,agreed
宣统元宝湖北省造7钱2分目前价值多少？,宣统元宝有哪几种版本？有收藏价值吗？怎样辨别真假？,unrelated
神曲终结，凤凰传奇解散要单飞究竟是,凤凰传奇单飞？2018最新神曲粉碎谣言！,disagreed
腰间盘突出危害大！一把花椒帮您忙，仨天轻松解决，效果好不花钱,腰间盘突出花上万元做手术，都不及十几块钱的它，当天就见效,agreed
农民注意：6种情况下农村宅基地将被无偿收回,重要！解决农村宅基地大量闲置问题，用这样三招！什么情况会影响子女继承宅基地？｜干货86期,unrelated
李小璐洗白杀手锏：10月底已和贾乃亮离婚，跟白百何一个套路！,最新消息！网友爆料贾乃亮李小璐已在去年10月协议离婚,agreed
一代巨星周润发去世，刘德华显身葬礼，发嫂：100亿确实捐了,著名影帝发哥去世？还引来了60亿的捐款。最后发现，竟然是谣言。,disagreed
振奋人心！贵阳地铁1号线有望10月1日全线开通 礼献国庆,【官方辟谣】贵阳轻轨1号线将于10月1日全面通车，不属实！,disagreed
耗尽你阳气！这些日常行为一定要戒掉！煜燊有说道！,这些日常行为，正在消耗你的阳气！很多人并不知道！不能再犯！,agreed
34岁蒋欣发文公布恋情，爱情总算有着落了，原来是他让人有点意外,张翰张钧甯一起了，还很甜蜜地出现在发布会？还得看《温暖的弦》,unrelated
伊利公告称董事长潘刚在国外治病，将缺席今年博鳌亚洲论坛,伊利股份公告澄清董事长被带走消息系谣言 造谣者被抓捕归案,disagreed
大学生网购种子种大麻:吸食为听出音乐层次感,宋冬野:“圈内人”说吸毒可萌生创作灵感,unrelated
开车摸副驾驶大腿，其实也要被扣分的,毕福剑被央视请回，《星光大道》能否再创辉煌,unrelated
成人每天要喝1800-2000毫升水，那么你知道健康的饮水方式吗,每天8杯水？错了！这样喝水身体更健康！,unrelated
莆田金店老板哭了，大白天遭歹徒持刀抢劫……一年都白干了！,辟谣｜“莆田金店老板大白天遭歹徒持刀抢劫”并非事发莆田，自媒体标题党行为缺乏底线,disagreed
胃不好的人注意了，千万不能吃这5种食物！睡前一杯茶，保护肠胃,5种食物最护心脏，尤其是它，吃了血压也能蹭蹭降,unrelated
"新股最佳申购时间点分解，十打九中，中签率高达98%,坚持就会成功","新股申购最佳时间点分解，十打九中，中签率高达98%,建议散户收藏",agreed
女神范冰冰的弟弟，范丞丞深夜与女友秀恩爱，女方背景太惊人！,家世背景显赫惊人，前男友个个不凡，黄志忠还为她抛弃糟糠之妻,unrelated
王源被传整容事件真是人红是非多，这么小的孩子都不放过！,王源整容？工作室辟谣假消息，网友直呼工作室这波可以的,disagreed
iPhone SE2来了，还和华为P20一个价？网友：发布了每人送一台！,小米7尺寸曝光：对比华为P20 Pro和iPhone X,unrelated
感冒不能吃鸡蛋？除了鸡蛋这几类食物要少碰！,感冒、发烧了，吃鸡蛋有影响吗？,agreed
小米回应陆奇将加盟：谣言,疑传陆奇将在小米上市前夕加入小米？小米回应：谣言,disagreed
末日病毒爆发丧尸成群，大叔孤身杀丧尸，用连狙神挡杀神佛挡杀佛,震惊！35年前失踪客机突然出现在机场，所有人员认为只过几小时,unrelated
"“娓娓道来”源自英语""vivid""",农民养殖“巨无霸”，一年收入上千万，喂食的时候看着真危险！,unrelated
李双江梦鸽之子李天一提前6年出狱？,北京监狱局辟谣“李天一提前6年出狱”：目前仍在监狱服刑,disagreed
咳嗽有痰？久咳不愈？把它蒸熟，喝一口，立断根！吃一次好1次,感冒咳嗽从不吃药，老中医教我土偏方，大蒜加它泡水喝，一招搞定,unrelated
湖南一高校宿舍被曝发生“迷香”盗窃案,高校迷香盗窃案被证全是谣言 湖南警方正全力破案,disagreed
她因美貌签入杨幂旗下人气大涨，被质疑整容，清纯甜美气质佳,杨幂刘恺威婚姻状况大猜测,unrelated
找的的这种秘诀，没曾想，原来是预测胎儿性别的诀窍！,粉碎生男生女谣言：阴道酸碱和y精子真的有关吗？,unrelated
今日中超签约不开心！国安报价纳因戈兰，扎哈维续约，瓜林存变数,国安高层辟谣争纳因戈兰：从未接触 不会溢价引援,disagreed
王者荣耀团队年终奖是100个月工资？！腾讯回应了,逆水寒官方辟谣：这款游戏并没有你想象的那么坑钱！,unrelated
华为手机每次出门都要充满电？摁下这个开关，出门三天不用充电,智能手机每次出门都要充满电？摁下这个开关，三天不用充电！,unrelated
白墙脏了不用重新刷，教你轻松去除污渍的方法，省钱好用又环保,家里白墙脏了不必重新粉刷，用这样东西，轻松去污渍不伤墙体,agreed
一支红霉素软膏，用对方法，49岁保养的像18岁，几天就能变白,红霉素软膏洗脸新用法，几天就变白，再也不怕被晒黑,agreed
莱芜峰会大检查从明天开始,峰会大检查从明天开始？青岛交警：这是谣言！,disagreed
孔令辉遭刘国梁催婚？李晓霞刚结婚，刘月半坐不住了,刘国梁卸任仍有真性情！激励弟子莫忘敲打日本，劝孔令辉结婚成家,unrelated
网传“青瓜打吊瓶注射激素施肥”视频,“青瓜打吊瓶注射激素”? 省食药监辟谣：这不科学,disagreed
经络减肥怎么样减 3招让你快速瘦下来,白头发越来越多？教你个洗头妙方，不用去理发店，5分钟白发变黑,unrelated
别浪费钱去洗牙了！给你支招几个土方法，美白牙齿更去除口臭,不要着急去洗牙了，教你自制美白牙膏，一周即可让你牙齿变白,unrelated
宜春15-25号不要晒被子？飞机撒药治白蛾？,传言飞机撒药治白蛾 权威部门辟谣别再被这个“老梗”骗了,disagreed
刷牙前牙膏要不要沾水? 可能你几十年的牙都“白刷”了,刷牙的误区:挤完牙膏不应再蘸水,unrelated
借280万校园贷拒还钱，400多大学生成被告,借钱买手机后不还钱！400余名大学生借“校园贷”不还成被告！,agreed
荣昌区昌元街道发生命案，两人被杀害,温州网民网上散布“村民打杨梅农药中毒致死”谣言被拘,unrelated
好消息，农村独生子女家庭可以领这3项补贴，金额将近3万元！,独生子女家庭快来领钱！国家最低补贴720元，有证的农民都能领！,agreed
小苏打能治疗癌症，你相信吗？,小苏打可以治疗癌症？纯属谣言，别信,disagreed
《前半生2》女主不是马伊琍，另换其人？,它是食物也是中药，但却与这5种食物相克，快点告诉家人吧！,unrelated
范冰冰4天片酬6千万？天价片酬！,范冰冰拍摄4天片酬6千万,agreed
儿子被拐走乞讨认出妈妈，妈妈却称你不是我孩子，网友：佩服,中山路有残疾妇女带着“拐来的”孩子乞讨？警方证实：是祖孙！,unrelated
每天吃苹果喝点它，排肠毒，使用7天瘦10斤，瘦掉大肚腩不反弹！,每天吃苹果时喝点它，排肠毒，5天爆瘦7斤，去掉大肚腩不反弹！,agreed
截止9月底，农村的这3项收费将彻底取消，农民别再白白交钱了！,今年起，农村严查3项收费问题，取消4类费用,agreed
火腿、瓜子、口香糖真致癌吗，十大致癌物质你知道几个？,杨紫霍建华合作传绯闻，爆女方怀孕堕胎，杨紫回应令人佩服,unrelated
农村这3个位置的农房被占后，一大批人将成为暴发户！,农村即将涌现一批“暴发户”，3个位置的农房要“被占”，有你吗,agreed
不管老少，这5种食物再喜欢也别贪吃，可能导致骨质疏松，易骨折,辟谣｜喝咖啡会引起骨质疏松，甚至导致骨折？,unrelated
35岁中年妇女168斤，一天暴瘦23斤！百分百减肥成功？,41岁中年妇女157斤，10天暴瘦21斤！百分百减肥成功？,agreed
可让高血压断根的几个秘方（值得收藏）,可让高血压断根的几个秘方，效果惊人！「值得转发」,agreed
媒体：恒大新帅已确定，安切洛蒂入主只差官宣,曾春蕾已归队训练，母队官方辟谣：此前因身体不适向郎导请假！,unrelated
何洁街头卖唱十元三首？为了炒作也是拼了,何洁街头卖唱，五元一首，十元三首 释小龙会心疼的,agreed
成都大熊猫基地虐待大熊猫,网传“大熊猫受到虐待” 成都大熊猫繁育研究基地辟谣,disagreed
手机壳用久发黄不要丢？用这个办法处理，一分钱不花手机壳换新样,手机壳用久了发黄不要丢？用这个办法处理，不花钱手机壳换新颜,agreed
网传白百何陈羽凡复合，陈羽凡对此回应：夫妻情分已尽,白百何与小鲜肉彻夜K歌 工作室回应：实属谣言,disagreed
伊利董事长潘刚疑似被带走？？？是真是假？,潘刚是谁？伊利回应老总被调查: 纯属造谣!,disagreed
十胃九病？92岁老中医养胃秘诀公开，用一个好一个，有胃病的快存,"冬季是养胃黄金期,92岁老中医养胃秘诀大公开,治一个好一个，快存",agreed
3D：12岁女孩称遭母亲家暴 手指被剪断身体被烫,3D：12岁女孩称遭母亲家暴 手指被剪断身体被烫伤,agreed
澳大利亚泛滥的三文鱼真的能吃吗？,国内市场1/3的“三文鱼”是假的？别信！权威的辟谣和科普来了,disagreed
中央气象台：8月15号暴雨大暴雨来袭，全国暴雨，南方暴雨,辟谣！大师下河捉妖还“殉职”？南方暴雨，灾情最重竟是朋友圈！,unrelated
江疏影带张嘉译参加同学聚会，同学之间互相炫富,江疏影带张嘉译参加同学聚会，这样低调的炫富惊艳四座,agreed
两小学生拾到26000元 失主买千元习题册答谢,两小学生拾到26000元，失主买千元习题册答谢,agreed
草莓连续第三年成为“最脏蔬果”，草莓你还敢吃吗？,4月朋友圈谣言盘点：草莓最脏 咖啡致癌 这些事儿你也敢信？,disagreed
岑溪市人民医院有人跳楼身亡,「官方辟谣」网传独生子女证能领6000元，假的！东阳没有！,unrelated
万能止咳方，不管多厉害的咳嗽，喝一杯立除根！太好用了！,它煮熟腌水喝，任何感冒、咳嗽，半杯下肚，管2年不咳！一夜断根,agreed
传说中联想没投给华为的5G标准到底是啥？,联想回应5G标准投票高通：纯属造谣 我们站队华为,disagreed
假离婚？陈羽凡白百何现身剧组秀恩爱，网友：戏演得不错！,陈羽凡离婚后颜值下滑，白百何泡小鲜肉！网友：真的不敢直视了,unrelated
“肚子大”湿气重，这3个食物多吃一点，湿气排干净，肚子也平了,湿气的“天敌”来了，早晚吃一点，排出体内湿毒，神清气爽一夏天,agreed
电梯闹鬼多年，监控拍下女子被鬼攻击全过程，令人难以置信,闺蜜两人开车兜风，突然遭遇男童鬼探头，监控拍下这一幕！,unrelated
科学研究揭示：喝酒脸红的人，酒量大不大？,喝酒没有技巧真的不行，3个方法让你酒量大增,unrelated
3·15曝光！葡萄上的白霜是农药残留？！权威解答来了！,食物相克表？葡萄上白霜是农药？这些养生谣言被315点名了,disagreed
南京苏宁球迷上吊自杀,内蒙古新巴尔虎左旗辟谣“政府强抢草场”：实为因纠纷伤人案,unrelated
大肚腩别担心，这五物减肥有奇效，10个瘦9个，速效不伤身,大肚腩别担心，这五物减肥有奇效，10个胖子瘦9个，速效不伤身,agreed
梅花5角又升值了，有能力的多收藏这种硬币，不占资金，升值还大,下乡收集梅花5角硬币，意外获得这两枚，撞大运了！,unrelated
我家侄女，就爱吃这种胡萝卜 非常营养健康！还能强化宝宝视力！,吃胡萝卜——保护视力,agreed
周立波重判41年，前妻早有预料，周立波的惊人黑幕远不止这些！,周立波高调晒图破判刑谣言，人家生活很滋润！,disagreed
吕佳容是谁居然深夜发文自杀，这和乔任梁什么关系？,吕佳容工作室发声明辟谣自杀传闻：停止转发该等不实信息,disagreed
文章马伊琍离婚事件再被提及 今年娱乐圈疑似深陷出轨门,河西南外陷学区房炒作风波？校长出面辟谣是这样说的……,unrelated
原来骨头汤、豆浆、海带都不能补钙！你被骗了好久……,原来骨头汤、豆浆、海带都不能补钙！现在知道还不算晚……,agreed
2018年亚得里亚海上空出现UFO,李小璐与PGONE事件后 贾乃亮首度直播 全程红眼,unrelated
白百何携男友高调复出，穿着大胆，陈羽凡你怎么看？,白百何与新外国男友高调亮相 穿着大胆尽显“事业线”,agreed
盐城五洲国际婚礼公公强吻儿媳后跳楼？江苏网警通报,辟谣：网传“云南昨晚发生的”斗殴视频系谣言,unrelated
小男孩狂犬病发作 狰狞学狗叫令人揪心！,「辟谣」小男孩狂犬病发作学狗叫，只能绑住在家养？真相来了,disagreed
吃柚子会解药性吗？柚子和药物同食危害大！,谣言：过敏性鼻炎只能吃抗过敏药！,unrelated
农转非以后，以下5种情况可以申请把户口迁回农村,想把户口迁回农村？你符合这几个条件吗,agreed
男宝女宝新测法，酒精判断生男生女,判断怀的是女宝还是男宝，孕妈实际经验总结，准确率很高的,unrelated
腾讯QQ显示异常，将因违法被关闭,腾讯公司辟谣5月10日QQ关闭：红色感叹号是因为服务器波动,disagreed
江铠同疑插足毛晓彤陈翔恋情，插足过郑爽和张翰，还和他们有绯闻,江铠同否认插足陈翔毛晓彤恋情：都是曲解和谣言,disagreed
【视频】火星表面再次发现一把勺子 与地球上人类使用的一模一样,火星生命体新发现：NASA流动站在火星拍到勺子,agreed
王思聪和马化腾女儿的地下“恋情”曝光拉！马化腾是如何表态的？,王思聪恋上腾讯千金？马化腾紧急辟谣，网友：他才看不上王思聪！,disagreed
19岁金融天才受邀央视财经：仅靠“此炒股口诀”迎得53次掌声,19岁金融天才受邀央视财经：仅靠“仅靠此炒股口诀”迎得56次掌声,agreed
国家最新预测：今年玉米面积、总产量全部下降！上秋涨价，没跑！,国家预测：今年玉米面积、单产、总产量全部下降！上秋涨价，没跑,agreed
夜听：教你怎么查看朋友圈访客记录,教你怎么查看朋友圈访客记录（第3部分）,agreed
王源整容了？要不是看着他长大的，差点我就信了,王源被造谣整容，范冰冰 李晨微博发文辟谣，网友：纯天然的王源,disagreed
看看生男生女特征，这些可能肚里是个准男宝！还不赶紧对照下！,刚生了二胎，又是儿子，说说我怀两个儿子的症状吧！大家看看准不,agreed
权威辟谣！疯传的“太原限购”是假的！请勿传谣！,太原地震视频为谣言信息,unrelated
红枣别和它们一起吃，等于在吃毒药，严重还会引发脾胃损伤，收藏！,红枣加它一起吃，就是在吃毒药啊！会引发脾胃损伤……,agreed
全国严查棋牌室，60岁以下一律真的会被逮捕,辟谣|60岁以下一律逮捕罚款，今天起全国严查棋牌室？,disagreed
